Ano;Mês;Data;Distrito;Concelho;Freguesia;Nível de Tensão;Energia Ativa (kWh);CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2021;07;2021-07;GUARDA;Guarda;VELA;Muito Alta, Alta e Média Tensões;24769.593;09;0907;090748
2021;08;2021-08;AVEIRO;Aveiro;REQUEIXO N S FATIMA E NARIZ;Baixa Tensão;585266.239;01;0105;010516
2021;08;2021-08;BRAGA;Barcelos;RORIZ;Baixa Tensão;337756.287;03;0302;030264
2021;08;2021-08;PORTALEGRE;Avis;ALDEIA VELHA;Muito Alta, Alta e Média Tensões;19706.29;12;1203;120302
2021;08;2021-08;PORTO;Marco de Canaveses;VARZEA ALIVIADA E FOLHADA;Baixa Tensão;294264.196;13;1307;130740
2021;08;2021-08;SANTAREM;Coruche;UF CORUCHE FAJARDA E ERRA;Baixa Tensão;2032114.74;14;1409;140909
2021;08;2021-08;SETUBAL;Barreiro;UF SEIXALINHO S ANDRE VERDEANA;Baixa Tensão;4434286.659;15;1504;150409
2021;08;2021-08;SETUBAL;Palmela;UF POCEIRAO E MARATECA;Baixa Tensão;2075190.016;15;1508;150806
2021;09;2021-09;CASTELO BRANCO;Castelo Branco;ALMACEDA;Baixa Tensão;89993.657;05;0502;050202
2021;09;2021-09;COIMBRA;Mira;CARAPELHOS;Baixa Tensão;103638.437;06;0608;060803
2021;09;2021-09;EVORA;Estremoz;UF ESTREMOZ;Baixa Tensão;1516679.652;07;0704;070414
2021;09;2021-09;VILA REAL;Peso da Régua;VILARINHO DOS FREIRES;Baixa Tensão;104520.366;17;1708;170810
2021;09;2021-09;VILA REAL;Sabrosa;VILARINHO DE SAO ROMAO;Baixa Tensão;26895.014;17;1710;171015
2021;09;2021-09;VISEU;Nelas;UF SANTAR E MOREIRA;Muito Alta, Alta e Média Tensões;42516.677;18;1809;180911
2021;10;2021-10;BRAGA;Guimarães;SELHO (SAO CRISTOVAO);Baixa Tensão;224148.366;03;0308;030850
2021;10;2021-10;CASTELO BRANCO;Belmonte;CARIA;Muito Alta, Alta e Média Tensões;12846.645;05;0501;050102
2021;10;2021-10;CASTELO BRANCO;Sertã;PEDROGAO PEQUENO;Baixa Tensão;126191.871;05;0509;050911
2021;10;2021-10;GUARDA;Sabugal;RENDO;Baixa Tensão;32667.203;09;0911;091127
2021;10;2021-10;PORTALEGRE;Arronches;ESPERANCA;Baixa Tensão;126746.619;12;1202;120202
2021;10;2021-10;PORTO;Amarante;VILA MEA;Muito Alta, Alta e Média Tensões;208148.841;13;1301;130147
2021;11;2021-11;AVEIRO;Águeda;UF BARRO E AGUADA DE BAIXO;Muito Alta, Alta e Média Tensões;3150733.695;01;0101;010122
2021;11;2021-11;BRAGA;Barcelos;GALEGOS (SANTA MARIA);Muito Alta, Alta e Média Tensões;35171.954;03;0302;030268
2021;11;2021-11;COIMBRA;Arganil;FOLQUES;Muito Alta, Alta e Média Tensões;25123.908;06;0601;060109
2021;11;2021-11;COIMBRA;Figueira da Foz;MOINHOS DA GANDARA;Baixa Tensão;208428.418;06;0605;060518
2021;11;2021-11;LEIRIA;Pombal;LOURICAL;Muito Alta, Alta e Média Tensões;108231.828;10;1015;101506
2021;11;2021-11;PORTO;Penafiel;CAPELA;Baixa Tensão;132898.028;13;1311;131106
2021;11;2021-11;PORTO;Penafiel;RIO MAU;Baixa Tensão;186589.198;13;1311;131138
2021;11;2021-11;VISEU;São Pedro do Sul;BORDONHOS;Muito Alta, Alta e Média Tensões;788520.179;18;1816;181602
2021;12;2021-12;BRAGA;Barcelos;BALUGAES;Baixa Tensão;116590.663;03;0302;030212
2021;12;2021-12;EVORA;Estremoz;UF S L MAMPORCAO S B ANA LOURA;Muito Alta, Alta e Média Tensões;53553.333;07;0704;070416
2021;12;2021-12;LEIRIA;Alcobaça;BENEDITA;Muito Alta, Alta e Média Tensões;1525116.057;10;1001;100105
2021;12;2021-12;PORTALEGRE;Monforte;VAIAMONTE;Muito Alta, Alta e Média Tensões;62741.2;12;1211;121104
2021;12;2021-12;VILA REAL;Montalegre;UF MEIXEDO E PADORNELOS;Muito Alta, Alta e Média Tensões;5250.934;17;1706;170637
2022;01;2022-01;BEJA;Odemira;COLOS;Muito Alta, Alta e Média Tensões;11380.97;02;0211;021118
2022;01;2022-01;BRAGA;Póvoa de Lanhoso;UF FONTE ARCADA E OLIVEIRA;Muito Alta, Alta e Média Tensões;231955.161;03;0309;030934
2022;01;2022-01;BRAGA;Terras de Bouro;COVIDE;Baixa Tensão;44735.908;03;0310;031008
2022;01;2022-01;BRAGANCA;Macedo de Cavaleiros;CARRAPATAS;Baixa Tensão;27788.03;04;0405;040507
2022;01;2022-01;EVORA;Borba;RIO DE MOINHOS;Muito Alta, Alta e Média Tensões;103132.002;07;0703;070303
2022;01;2022-01;EVORA;Vila Viçosa;N S CONCEICAO E SAO BARTOLOMEU;Muito Alta, Alta e Média Tensões;773021.596;07;0714;071406
2022;01;2022-01;LEIRIA;Leiria;MACEIRA;Baixa Tensão;1915357.186;10;1009;100913
2022;01;2022-01;LEIRIA;Porto de Mós;MIRA DE AIRE;Muito Alta, Alta e Média Tensões;202152.081;10;1016;101608
2022;01;2022-01;LISBOA;Amadora;FALAGUEIRA-VENDA NOVA;Baixa Tensão;2797004.615;11;1115;111515
2022;01;2022-01;PORTO;Penafiel;CROCA;Baixa Tensão;319869.355;13;1311;131108
2022;01;2022-01;VISEU;Lamego;PENUDE;Muito Alta, Alta e Média Tensões;38310.711;18;1805;180517
2022;01;2022-01;VISEU;Mangualde;ALCAFACHE;Baixa Tensão;135146.48;18;1806;180602
2022;01;2022-01;VISEU;São Pedro do Sul;SAO FELIX;Baixa Tensão;49546.052;18;1816;181612
2022;02;2022-02;AVEIRO;Anadia;UF ARCOS E MOGOFORES;Muito Alta, Alta e Média Tensões;940694.472;01;0103;010317
2022;02;2022-02;BEJA;Almodôvar;UF ALMODOVAR GRACA PADROES;Baixa Tensão;866355.939;02;0202;020209
2022;02;2022-02;GUARDA;Pinhel;VALBOM/BOGALHAL;Baixa Tensão;27415.265;09;0910;091031
2022;02;2022-02;VISEU;Armamar;UF VILA SECA E SANTO ADRIAO;Baixa Tensão;64855.19;18;1801;180123
2022;03;2022-03;AVEIRO;Mealhada;PAMPILHOSA;Baixa Tensão;569875.567;01;0111;011106
2022;03;2022-03;BEJA;Castro Verde;SAO MARCOS DA ATABOEIRA;Baixa Tensão;51286.22;02;0206;020605
2022;03;2022-03;BEJA;Odemira;SAO LUIS;Baixa Tensão;334068.517;02;0211;021106
2022;03;2022-03;COIMBRA;Arganil;PIODAO;Baixa Tensão;43718.581;06;0601;060111
2022;03;2022-03;LEIRIA;Caldas da Rainha;UF CALDAS RAINHA-POP COTO GREG;Muito Alta, Alta e Média Tensões;1691125.24;10;1006;100617
2022;03;2022-03;SANTAREM;Chamusca;UF PARREIRA E CHOUTO;Muito Alta, Alta e Média Tensões;51962.698;14;1407;140709
2022;03;2022-03;VISEU;Vouzela;CAMPIA;Muito Alta, Alta e Média Tensões;246384.954;18;1824;182403
2022;04;2022-04;AVEIRO;Oliveira do Bairro;UF BUSTOS TROVISCAL MAMARROSA;Baixa Tensão;1007856.596;01;0114;011407
2022;04;2022-04;AVEIRO;Santa Maria da Feira;FORNOS;Baixa Tensão;379245.482;01;0109;010908
2022;04;2022-04;BRAGA;Guimarães;ALDAO;Baixa Tensão;169043.779;03;0308;030801
2022;04;2022-04;BRAGA;Vila Verde;TURIZ;Muito Alta, Alta e Média Tensões;54674.876;03;0313;031354
2022;04;2022-04;PORTALEGRE;Avis;FIGUEIRA E BARROS;Baixa Tensão;49526.548;12;1203;120306
2022;04;2022-04;PORTO;Amarante;LUFREI;Muito Alta, Alta e Média Tensões;50200.126;13;1301;130121
2022;04;2022-04;PORTO;Penafiel;RIO MAU;Baixa Tensão;170257.855;13;1311;131138
2022;04;2022-04;PORTO;Vila do Conde;UF TOUGUINHA E TOUGUINHO;Baixa Tensão;517526.151;13;1316;131636
2022;04;2022-04;VISEU;Moimenta da Beira;LEOMIL;Muito Alta, Alta e Média Tensões;164055.412;18;1807;180709
2022;04;2022-04;VISEU;Tondela;DARDAVAZ;Muito Alta, Alta e Média Tensões;667776.808;18;1821;182106
2022;05;2022-05;BRAGA;Póvoa de Lanhoso;UF FONTE ARCADA E OLIVEIRA;Baixa Tensão;202208.691;03;0309;030934
2022;05;2022-05;CASTELO BRANCO;Vila Velha de Ródão;VILA VELHA DE RODAO;Baixa Tensão;406267.913;05;0511;051104
2022;05;2022-05;LISBOA;Arruda dos Vinhos;ARRUDA DOS VINHOS;Baixa Tensão;1463916.167;11;1102;110202
2022;05;2022-05;PORTO;Amarante;JAZENTE;Baixa Tensão;54192.243;13;1301;130118
2022;05;2022-05;VIANA DO CASTELO;Vila Nova de Cerveira;MENTRESTIDO;Baixa Tensão;30059.408;16;1610;161009
2022;05;2022-05;VILA REAL;Montalegre;NEGROES;Baixa Tensão;17305.578;17;1706;170618
2022;05;2022-05;VISEU;Penalva do Castelo;ESMOLFE;Baixa Tensão;53757.38;18;1811;181103
2022;06;2022-06;BRAGA;Braga;UF VILACA E FRADELOS;Baixa Tensão;225026.179;03;0303;030381
2022;06;2022-06;BRAGA;Póvoa de Lanhoso;MONSUL;Baixa Tensão;93381.907;03;0309;030917
2022;06;2022-06;BRAGA;Póvoa de Lanhoso;TAIDE;Muito Alta, Alta e Média Tensões;159058.645;03;0309;030926
2022;06;2022-06;BRAGA;Vieira do Minho;SALAMONDE;Baixa Tensão;48091.314;03;0311;031115
2022;06;2022-06;BRAGANCA;Torre de Moncorvo;TORRE DE MONCORVO;Muito Alta, Alta e Média Tensões;51586.805;04;0409;040916
2022;06;2022-06;GUARDA;Vila Nova de Foz Côa;FREIXO DE NUMAO;Muito Alta, Alta e Média Tensões;40895.903;09;0914;091418
2022;06;2022-06;LEIRIA;Pombal;UF STG SIMAO LITEM E ALB DOZE;Muito Alta, Alta e Média Tensões;1425477.419;10;1015;101519
2022;06;2022-06;PORTO;Penafiel;PACO DE SOUSA;Muito Alta, Alta e Média Tensões;177404.579;13;1311;131122
2022;06;2022-06;VISEU;Vouzela;VENTOSA;Baixa Tensão;74387.371;18;1824;182411
2022;07;2022-07;BRAGA;Fafe;AROES (SANTA CRISTINA);Baixa Tensão;220563.822;03;0307;030726
2022;07;2022-07;COIMBRA;Cantanhede;OURENTA;Baixa Tensão;154929.517;06;0602;060209
2022;07;2022-07;EVORA;Reguengos de Monsaraz;REGUENGOS DE MONSARAZ;Baixa Tensão;1660176.38;07;0711;071104
2022;07;2022-07;GUARDA;Gouveia;GOUVEIA;Muito Alta, Alta e Média Tensões;345324.386;09;0906;090625
2022;07;2022-07;PORTALEGRE;Campo Maior;SAO JOAO BAPTISTA;Baixa Tensão;1120353.008;12;1204;120403
2022;07;2022-07;PORTALEGRE;Monforte;SANTO ALEIXO;Baixa Tensão;119381.961;12;1211;121103
2022;07;2022-07;PORTO;Maia;MOREIRA;Muito Alta, Alta e Média Tensões;6399839.436;13;1306;130609
2022;07;2022-07;PORTO;Vila do Conde;UF TOUGUINHA E TOUGUINHO;Baixa Tensão;558845.025;13;1316;131636
2022;07;2022-07;SETUBAL;Almada;UF ALMADA PIED PRAGAL CACILHAS;Baixa Tensão;7420064.913;15;1503;150312
2022;08;2022-08;BEJA;Serpa;BRINCHES;Baixa Tensão;257725.772;02;0213;021302
2022;08;2022-08;BRAGA;Braga;MIRE DE TIBAES;Muito Alta, Alta e Média Tensões;685290.088;03;0303;030325
2022;08;2022-08;BRAGANCA;Carrazeda de Ansiães;PEREIROS;Baixa Tensão;18373.784;04;0403;040312
2022;08;2022-08;EVORA;Viana do Alentejo;ALCACOVAS;Baixa Tensão;466854.791;07;0713;071301
2022;08;2022-08;GUARDA;Gouveia;UF MOIMENTA DA SERRA E VINHO;Muito Alta, Alta e Média Tensões;36793.389;09;0906;090627
2022;08;2022-08;GUARDA;Trancoso;GUILHEIRO;Baixa Tensão;22649.365;09;0913;091310
2022;08;2022-08;LISBOA;Alenquer;CARNOTA;Baixa Tensão;205283.187;11;1101;110106
2022;08;2022-08;PORTO;Vila do Conde;UF TOUGUINHA E TOUGUINHO;Baixa Tensão;556445.232;13;1316;131636
2022;08;2022-08;VIANA DO CASTELO;Melgaço;CRISTOVAL;Baixa Tensão;60063.787;16;1603;160305
2022;08;2022-08;VISEU;Cinfães;UF ALHOES BUSTEL GRALH RAMIRES;Muito Alta, Alta e Média Tensões;38876.16;18;1804;180418
2022;09;2022-09;BRAGA;Barcelos;BALUGAES;Muito Alta, Alta e Média Tensões;125490.637;03;0302;030212
2022;09;2022-09;CASTELO BRANCO;Fundão;UF VALE PRAZERES MATA RAINHA;Baixa Tensão;227510.562;05;0504;050436
2022;09;2022-09;LISBOA;Lourinhã;UF MIRAGAIA E MARTELEIRA;Muito Alta, Alta e Média Tensões;397563.102;11;1108;110813
2022;09;2022-09;PORTALEGRE;Alter do Chão;SEDA;Muito Alta, Alta e Média Tensões;46451.781;12;1201;120103
2022;10;2022-10;BRAGA;Amares;BOURO (SANTA MARIA);Baixa Tensão;100170.894;03;0301;030119
2022;10;2022-10;BRAGA;Braga;UF ESCUDEIROS E PENSO;Baixa Tensão;254733.346;03;0303;030369
2022;10;2022-10;CASTELO BRANCO;Fundão;LAVACOLHOS;Baixa Tensão;24761.39;05;0504;050419
2022;10;2022-10;FARO;Tavira;UF LUZ TAVIRA SANTO ESTEVAO;Muito Alta, Alta e Média Tensões;783216.924;08;0814;081411
2022;10;2022-10;GUARDA;Trancoso;UF TRANCOSO E SOUTO MAIOR;Muito Alta, Alta e Média Tensões;338955.625;09;0913;091332
2022;10;2022-10;VIANA DO CASTELO;Monção;UF SAGO LORDELO E PARADA;Baixa Tensão;54043.579;16;1604;160439
2022;10;2022-10;VILA REAL;Vila Pouca de Aguiar;VILA POUCA DE AGUIAR;Baixa Tensão;702138.563;17;1713;171314
2022;11;2022-11;FARO;Lagoa;FERRAGUDO;Baixa Tensão;776767.871;08;0806;080602
2022;11;2022-11;LEIRIA;Alvaiázere;ALVAIAZERE;Baixa Tensão;426349.68;10;1002;100208
2022;11;2022-11;LISBOA;Lisboa;CARNIDE;Baixa Tensão;4428990.311;11;1106;110611
2022;11;2022-11;LISBOA;Torres Vedras;RAMALHAL;Baixa Tensão;606834.558;11;1113;111311
2022;11;2022-11;VILA REAL;Vila Real;MATEUS;Baixa Tensão;562391.18;17;1714;171415
2022;11;2022-11;VILA REAL;Vila Real;PARADA DE CUNHOS;Baixa Tensão;209715.853;17;1714;171420
2022;12;2022-12;BEJA;Alvito;ALVITO;Muito Alta, Alta e Média Tensões;404991.632;02;0203;020301
2022;12;2022-12;BRAGA;Braga;UF ESCUDEIROS E PENSO;Muito Alta, Alta e Média Tensões;132700.834;03;0303;030369
2022;12;2022-12;LEIRIA;Ansião;SANTIAGO DA GUARDA;Baixa Tensão;420784.974;10;1003;100307
2022;12;2022-12;VIANA DO CASTELO;Ponte de Lima;GEMIEIRA;Muito Alta, Alta e Média Tensões;425694.534;16;1607;160727
2022;12;2022-12;VIANA DO CASTELO;Viana do Castelo;UF NOGUEIRA MEIXEDO V MURTEDA;Baixa Tensão;244150.199;16;1609;160945
2023;01;2023-01;BEJA;Moura;UF MOURA;Baixa Tensão;2050382.976;02;0210;021009
2023;01;2023-01;BRAGANCA;Bragança;BACAL;Muito Alta, Alta e Média Tensões;605612.291;04;0402;040204
2023;01;2023-01;COIMBRA;Góis;UF CADAFAZ E COLMEAL;Baixa Tensão;67196.752;06;0606;060606
2023;01;2023-01;EVORA;Estremoz;UF ESTREMOZ;Muito Alta, Alta e Média Tensões;740406.45;07;0704;070414
2023;01;2023-01;EVORA;Évora;UF N S TOUREGA E N S GUADALUPE;Muito Alta, Alta e Média Tensões;326081.615;07;0705;070525
2023;01;2023-01;VILA REAL;Chaves;UF TRAVANCAS E RORIZ;Baixa Tensão;60807.536;17;1703;170360
2023;02;2023-02;BRAGANCA;Bragança;FRANCA;Baixa Tensão;42076.667;04;0402;040215
2023;02;2023-02;EVORA;Estremoz;GLORIA;Muito Alta, Alta e Média Tensões;15328.25;07;0704;070402
2023;02;2023-02;GUARDA;Guarda;ALDEIA VICOSA;Baixa Tensão;46673.426;09;0907;090704
2023;02;2023-02;SANTAREM;Santarém;ARNEIRO DAS MILHARICAS;Muito Alta, Alta e Média Tensões;510244.887;14;1416;141608
2023;02;2023-02;VILA REAL;Vila Real;LORDELO;Muito Alta, Alta e Média Tensões;560115.83;17;1714;171414
2023;02;2023-02;VISEU;Lamego;VILA NOVA DE SOUTO D EL-REI;Baixa Tensão;79705.377;18;1805;180524
2023;02;2023-02;VISEU;Moimenta da Beira;LEOMIL;Muito Alta, Alta e Média Tensões;161153.729;18;1807;180709
2023;02;2023-02;VISEU;Tabuaço;TABUACO;Baixa Tensão;388590.422;18;1819;181914
2023;03;2023-03;BRAGA;Vila Nova de Famalicão;OLIVEIRA (SANTA MARIA);Baixa Tensão;548204.91;03;0312;031239
2023;03;2023-03;BRAGA;Vila Verde;TURIZ;Baixa Tensão;277935.313;03;0313;031354
2023;03;2023-03;COIMBRA;Miranda do Corvo;UF SEMIDE E RIO VIDE;Baixa Tensão;496627.64;06;0609;060906
2023;03;2023-03;PORTO;Porto;BONFIM;Muito Alta, Alta e Média Tensões;1376298.926;13;1312;131202
2023;03;2023-03;SETUBAL;Moita;ALHOS VEDROS;Baixa Tensão;2212045.329;15;1506;150601
2023;03;2023-03;VIANA DO CASTELO;Arcos de Valdevez;UF GUILHADESES E SANTAR;Baixa Tensão;190590.037;16;1601;160157
2023;03;2023-03;VIANA DO CASTELO;Ponte de Lima;CABACOS E FOJO LOBAL;Baixa Tensão;117110.856;16;1607;160756
2023;03;2023-03;VIANA DO CASTELO;Ponte de Lima;GONDUFE;Baixa Tensão;46595.695;16;1607;160728
2023;03;2023-03;VIANA DO CASTELO;Viana do Castelo;LANHESES;Muito Alta, Alta e Média Tensões;2803084.486;16;1609;160915
2023;03;2023-03;VILA REAL;Vila Real;LORDELO;Baixa Tensão;488971.838;17;1714;171414
2023;03;2023-03;VISEU;Viseu;RANHADOS;Muito Alta, Alta e Média Tensões;1312788.678;18;1823;182321
2023;04;2023-04;BRAGA;Barcelos;UF CHORENTE GOIOS COUREL PEDRA;Muito Alta, Alta e Média Tensões;35344.974;03;0302;030296
2023;04;2023-04;BRAGANCA;Mirandela;FRADIZELA;Baixa Tensão;22448.92;04;0407;040714
2023;04;2023-04;BRAGANCA;Vila Flor;UF VILA FLOR E NABO;Muito Alta, Alta e Média Tensões;66903.687;04;0410;041023
2023;04;2023-04;COIMBRA;Vila Nova de Poiares;SAO MIGUEL DE POIARES;Muito Alta, Alta e Média Tensões;474788.384;06;0617;061704
2023;04;2023-04;PORTO;Paredes;BEIRE;Baixa Tensão;259784.144;13;1310;131004
2023;04;2023-04;PORTO;Penafiel;CABECA SANTA;Muito Alta, Alta e Média Tensões;415529.436;13;1311;131104
2023;04;2023-04;VIANA DO CASTELO;Viana do Castelo;UF NOGUEIRA MEIXEDO V MURTEDA;Muito Alta, Alta e Média Tensões;10494.736;16;1609;160945
2023;05;2023-05;BRAGA;Guimarães;MOREIRA DE CONEGOS;Muito Alta, Alta e Média Tensões;4121596.955;03;0308;030831
2023;05;2023-05;GUARDA;Almeida;FREINEDA;Muito Alta, Alta e Média Tensões;8412.476;09;0902;090209
2023;05;2023-05;GUARDA;Celorico da Beira;FORNO TELHEIRO;Muito Alta, Alta e Média Tensões;33406.679;09;0903;090306
2023;05;2023-05;LEIRIA;Batalha;BATALHA;Muito Alta, Alta e Média Tensões;1839225.168;10;1004;100401
2023;05;2023-05;LEIRIA;Caldas da Rainha;UF TORNADA E SALIR DO PORTO;Baixa Tensão;974384.782;10;1006;100619
2023;05;2023-05;LISBOA;Cadaval;UF PAINHO E FIGUEIROS;Baixa Tensão;338565.846;11;1104;110413
2023;05;2023-05;PORTO;Póvoa de Varzim;UF POVOA VARZIM BEIRIZ ARGIVAI;Baixa Tensão;5818738.044;13;1313;131315
2023;05;2023-05;PORTO;Vila Nova de Gaia;VILAR DE ANDORINHO;Muito Alta, Alta e Média Tensões;379619.265;13;1317;131723
2023;05;2023-05;SANTAREM;Alcanena;UF MALHOU LOURICEIRA ESPINHEIR;Muito Alta, Alta e Média Tensões;51000.938;14;1402;140212
2023;05;2023-05;SETUBAL;Barreiro;UF PALHAIS E COINA;Muito Alta, Alta e Média Tensões;877542.428;15;1504;150411
2023;05;2023-05;VILA REAL;Montalegre;UF VILAR DE PERDIZES E MEIXIDE;Baixa Tensão;65545.08;17;1706;170643
2023;06;2023-06;AVEIRO;Castelo de Paiva;UF RAIVA PEDORIDO E PARAISO;Muito Alta, Alta e Média Tensões;510867.579;01;0106;010610
2023;06;2023-06;BRAGA;Vila Verde;UF CARREIRAS;Baixa Tensão;92091.218;03;0313;031361
2023;06;2023-06;BRAGANCA;Bragança;SAO PEDRO DE SARRACENOS;Muito Alta, Alta e Média Tensões;3548.193;04;0402;040244
2023;06;2023-06;BRAGANCA;Mirandela;FRADIZELA;Baixa Tensão;20908.901;04;0407;040714
2023;06;2023-06;CASTELO BRANCO;Fundão;ALCONGOSTA;Baixa Tensão;73245.499;05;0504;050403
2023;06;2023-06;EVORA;Évora;UF N S TOUREGA E N S GUADALUPE;Muito Alta, Alta e Média Tensões;277706.935;07;0705;070525
2023;06;2023-06;GUARDA;Vila Nova de Foz Côa;ALMENDRA;Baixa Tensão;49027.355;09;0914;091401
2023;06;2023-06;LISBOA;Sintra;ALGUEIRAO-MEM MARTINS;Muito Alta, Alta e Média Tensões;1115166.772;11;1111;111102
2023;06;2023-06;LISBOA;Vila Franca de Xira;UF POVOA SANTA IRIA FORTE CASA;Muito Alta, Alta e Média Tensões;10366088.877;11;1114;111415
2023;06;2023-06;VILA REAL;Vila Real;UF CONSTANTIM VALE NOGUEIRAS;Muito Alta, Alta e Média Tensões;328543.512;17;1714;171433
2023;06;2023-06;VISEU;Armamar;UF SAO ROMAO E SANTIAGO;Baixa Tensão;38310.705;18;1801;180122
2023;06;2023-06;VISEU;Cinfães;CINFAES;Muito Alta, Alta e Média Tensões;80994.774;18;1804;180403
2023;07;2023-07;AVEIRO;Espinho;UF ANTA E GUETIM;Muito Alta, Alta e Média Tensões;638707.163;01;0107;010706
2023;07;2023-07;BRAGA;Braga;RUILHE;Baixa Tensão;119192.446;03;0303;030338
2023;07;2023-07;BRAGANCA;Bragança;FRANCA;Baixa Tensão;42673.731;04;0402;040215
2023;07;2023-07;COIMBRA;Vila Nova de Poiares;POIARES (SANTO ANDRE);Muito Alta, Alta e Média Tensões;272220.034;06;0617;061703
2023;07;2023-07;LISBOA;Mafra;MILHARADO;Muito Alta, Alta e Média Tensões;556328.487;11;1109;110911
2023;07;2023-07;SETUBAL;Santiago do Cacém;CERCAL;Baixa Tensão;551412.549;15;1509;150903
2023;08;2023-08;BEJA;Serpa;UF V NOVA S BENTO E VALE VARGO;Muito Alta, Alta e Média Tensões;116458.0;02;0213;021309
2023;08;2023-08;BEJA;Vidigueira;VIDIGUEIRA;Muito Alta, Alta e Média Tensões;355343.614;02;0214;021403
2023;08;2023-08;CASTELO BRANCO;Castelo Branco;ALMACEDA;Baixa Tensão;109258.446;05;0502;050202
2023;08;2023-08;COIMBRA;Arganil;BENFEITA;Baixa Tensão;69952.972;06;0601;060104
2023;08;2023-08;COIMBRA;Condeixa-a-Nova;ANOBRA;Baixa Tensão;138020.173;06;0604;060401
2023;08;2023-08;GUARDA;Guarda;ADAO;Baixa Tensão;54054.979;09;0907;090766
2023;08;2023-08;LISBOA;Sintra;UF SAO JOAO LAMPAS TERRUGEM;Muito Alta, Alta e Média Tensões;3443129.539;11;1111;111127
2023;08;2023-08;VIANA DO CASTELO;Vila Nova de Cerveira;UF VILA NOVA CERVEIRA LOVELHE;Muito Alta, Alta e Média Tensões;147786.064;16;1610;161019
2023;08;2023-08;VISEU;Vila Nova de Paiva;UF V NOVA PAIVA ALHAIS FRAGUAS;Muito Alta, Alta e Média Tensões;101287.726;18;1822;182208
2023;09;2023-09;BEJA;Serpa;UF SERPA;Baixa Tensão;1173662.054;02;0213;021308
2023;09;2023-09;BRAGA;Barcelos;RIO COVO (SANTA EUGENIA);Muito Alta, Alta e Média Tensões;190979.285;03;0302;030265
2023;09;2023-09;BRAGANCA;Alfândega da Fé;CEREJAIS;Baixa Tensão;19062.098;04;0401;040103
2023;09;2023-09;COIMBRA;Coimbra;UF COIMBRA;Muito Alta, Alta e Média Tensões;2910246.846;06;0603;060334
2023;09;2023-09;COIMBRA;Figueira da Foz;LAVOS;Muito Alta, Alta e Média Tensões;49134473.383;06;0605;060522
2023;09;2023-09;EVORA;Vendas Novas;LANDEIRA;Muito Alta, Alta e Média Tensões;126100.256;07;0712;071202
2023;09;2023-09;PORTO;Porto;CAMPANHA;Muito Alta, Alta e Média Tensões;5334470.275;13;1312;131203
2023;09;2023-09;PORTO;Vila do Conde;UF VILAR E MOSTEIRO;Muito Alta, Alta e Média Tensões;410452.94;13;1316;131637
2023;10;2023-10;BRAGA;Póvoa de Lanhoso;SAO JOAO DE REI;Baixa Tensão;53547.209;03;0309;030923
2023;10;2023-10;LEIRIA;Caldas da Rainha;UF CALDAS RAINHA-ONOFRE BOURO;Baixa Tensão;1798981.213;10;1006;100618
2023;10;2023-10;PORTO;Vila Nova de Gaia;UF SANDIM OLIVAL LEVER CRESTUM;Muito Alta, Alta e Média Tensões;7021386.981;13;1317;131729
2023;10;2023-10;VILA REAL;Mesão Frio;MESAO FRIO (SANTO ANDRE);Muito Alta, Alta e Média Tensões;30783.041;17;1704;170408
2023;11;2023-11;BRAGANCA;Carrazeda de Ansiães;LINHARES;Baixa Tensão;42282.387;04;0403;040308
2023;11;2023-11;COIMBRA;Coimbra;SAO SILVESTRE;Baixa Tensão;362678.776;06;0603;060324
2023;11;2023-11;COIMBRA;Montemor-o-Velho;SANTO VARAO;Baixa Tensão;255189.964;06;0610;061009
2023;11;2023-11;LEIRIA;Caldas da Rainha;UF CALDAS RAINHA-ONOFRE BOURO;Muito Alta, Alta e Média Tensões;1829845.965;10;1006;100618
2023;11;2023-11;LISBOA;Lisboa;AREEIRO;Baixa Tensão;4721484.554;11;1106;110655
2023;11;2023-11;PORTO;Santo Tirso;VILA NOVA DO CAMPO;Baixa Tensão;777656.138;13;1314;131434
2023;11;2023-11;VISEU;Viseu;REPESES E SAO SALVADOR;Baixa Tensão;1169560.095;18;1823;182339
2023;11;2023-11;VISEU;Vouzela;SAO MIGUEL DO MATO;Baixa Tensão;100268.532;18;1824;182410
2023;12;2023-12;BRAGA;Guimarães;GUARDIZELA;Baixa Tensão;472494.72;03;0308;030823
2023;12;2023-12;FARO;Silves;SAO MARCOS DA SERRA;Baixa Tensão;258727.014;08;0813;081306
2023;12;2023-12;GUARDA;Pinhel;UF ATALAIA E SAFURDAO;Baixa Tensão;35226.882;09;0910;091035
2023;12;2023-12;GUARDA;Sabugal;BISMULA;Baixa Tensão;19629.481;09;0911;091111
2023;12;2023-12;PORTALEGRE;Alter do Chão;SEDA;Baixa Tensão;101162.489;12;1201;120103
2024;01;2024-01;AVEIRO;Santa Maria da Feira;FIAES;Baixa Tensão;1337007.658;01;0109;010907
2024;01;2024-01;BRAGA;Braga;UF NOGUEIRA FRAIAO E LAMACAES;Muito Alta, Alta e Média Tensões;1938268.726;03;0303;030377
2024;01;2024-01;BRAGA;Vila Nova de Famalicão;UF CARREIRA E BENTE;Muito Alta, Alta e Média Tensões;1218784.867;03;0312;031253
