Ano;Mês;Data;Distrito;Concelho;Freguesia;Nível de Tensão;Energia Ativa (kWh);CodDistrito;CodDistritoConcelho;CodDistritoConcelhoFreguesia
2021;03;2021-03;PORTO;Gondomar;UF FOZ DO SOUSA E COVELO;Muito Alta, Alta e Média Tensões;167187.607;13;1304;130414
2021;04;2021-04;COIMBRA;Coimbra;SAO JOAO DO CAMPO;Baixa Tensão;211838.618;06;0603;060320
2021;04;2021-04;EVORA;Arraiolos;UF GAFANHOEIRA E SABUGUEIRO;Baixa Tensão;115320.802;07;0702;070208
2021;04;2021-04;EVORA;Évora;CANAVIAIS;Baixa Tensão;529677.656;07;0705;070515
2021;04;2021-04;GUARDA;Guarda;GONCALO;Baixa Tensão;119373.113;09;0907;090757
2021;04;2021-04;PORTALEGRE;Sousel;SANTO AMARO;Baixa Tensão;79004.927;12;1215;121503
2021;05;2021-05;AVEIRO;Mealhada;CASAL COMBA;Baixa Tensão;468855.52;01;0111;011103
2021;05;2021-05;PORTO;Santo Tirso;UF SANTO TIRSO COUTO E BURGAES;Muito Alta, Alta e Média Tensões;7183429.478;13;1314;131437
2021;05;2021-05;SANTAREM;Santarém;UF ROMEIRA E VARZEA;Muito Alta, Alta e Média Tensões;5067923.422;14;1416;141632
2021;05;2021-05;VIANA DO CASTELO;Viana do Castelo;UF VIANA DO CASTELO E MEADELA;Baixa Tensão;4681298.001;16;1609;160948
2021;05;2021-05;VISEU;São Pedro do Sul;BORDONHOS;Baixa Tensão;98993.335;18;1816;181602
2021;06;2021-06;BRAGA;Vila Verde;LANHAS;Muito Alta, Alta e Média Tensões;32581.395;03;0313;031324
2021;06;2021-06;BRAGANCA;Bragança;COELHOSO;Baixa Tensão;54502.788;04;0402;040210
2021;06;2021-06;BRAGANCA;Carrazeda de Ansiães;UF BELVER E MOGO DE MALTA;Baixa Tensão;54072.717;04;0403;040321
2021;06;2021-06;BRAGANCA;Vinhais;VILAR SECO DE LOMBA;Baixa Tensão;22049.193;04;0412;041234
2021;06;2021-06;CASTELO BRANCO;Covilhã;ERADA;Baixa Tensão;84596.062;05;0503;050310
2021;06;2021-06;FARO;Vila do Bispo;SAGRES;Muito Alta, Alta e Média Tensões;307348.4;08;0815;081504
2021;06;2021-06;PORTO;Amarante;PADRONELO;Baixa Tensão;119080.544;13;1301;130126
2021;06;2021-06;PORTO;Felgueiras;FRIANDE;Baixa Tensão;223982.358;13;1303;130305
2021;06;2021-06;SANTAREM;Golegã;GOLEGA;Baixa Tensão;1110830.784;14;1412;141202
2021;06;2021-06;VILA REAL;Boticas;PINHO;Baixa Tensão;42634.444;17;1702;170213
2021;06;2021-06;VILA REAL;Ribeira de Pena;CANEDO;Baixa Tensão;29334.965;17;1709;170902
2021;06;2021-06;VISEU;Oliveira de Frades;UF DESTRIZ E REIGOSO;Baixa Tensão;82250.78;18;1810;181014
2021;06;2021-06;VISEU;Viseu;SANTOS EVOS;Muito Alta, Alta e Média Tensões;66956.827;18;1823;182325
2021;07;2021-07;AVEIRO;Anadia;AVELAS DE CIMA;Baixa Tensão;251999.118;01;0103;010305
2021;07;2021-07;BRAGA;Guimarães;UF CONDE E GANDARELA;Baixa Tensão;256470.817;03;0308;030882
2021;07;2021-07;BRAGANCA;Miranda do douro;MIRANDA DO DOURO;Muito Alta, Alta e Média Tensões;181510.81;04;0406;040608
2021;07;2021-07;COIMBRA;Arganil;PIODAO;Muito Alta, Alta e Média Tensões;44919.423;06;0601;060111
2021;07;2021-07;COIMBRA;Montemor-o-Velho;EREIRA;Baixa Tensão;69965.281;06;0610;061014
2021;07;2021-07;LISBOA;Amadora;ENCOSTA DO SOL;Baixa Tensão;3458581.217;11;1115;111514
2021;08;2021-08;AVEIRO;Santa Maria da Feira;ESCAPAES;Baixa Tensão;412270.849;01;0109;010904
2021;08;2021-08;BRAGANCA;Alfândega da Fé;UF EUCISIA GOUVEIA E VALVERDE;Baixa Tensão;51068.29;04;0401;040122
2021;08;2021-08;EVORA;Estremoz;UF AMEIXIAL;Baixa Tensão;206173.056;07;0704;070417
2021;08;2021-08;VIANA DO CASTELO;Melgaço;PENSO;Baixa Tensão;97485.393;16;1603;160313
2021;09;2021-09;AVEIRO;Anadia;UF ARCOS E MOGOFORES;Baixa Tensão;1306204.524;01;0103;010317
2021;09;2021-09;BRAGA;Braga;PEDRALVA;Baixa Tensão;138052.943;03;0303;030334
2021;09;2021-09;CASTELO BRANCO;Idanha-a-Nova;UF ZEBREIRA E SEGURA;Baixa Tensão;156211.487;05;0505;050521
2021;09;2021-09;LEIRIA;Pombal;UF GUIA ILHA E MATA MOURISCA;Muito Alta, Alta e Média Tensões;894062.641;10;1015;101518
2021;09;2021-09;LISBOA;Lourinhã;UF S BARTOLOMEU GALEGOS MOLEDO;Muito Alta, Alta e Média Tensões;176918.61;11;1108;110814
2021;09;2021-09;PORTO;Vila Nova de Gaia;UF GULPILHARES E VALADARES;Muito Alta, Alta e Média Tensões;2355463.166;13;1317;131726
2021;09;2021-09;SANTAREM;Ourém;ALBURITEL;Baixa Tensão;152931.03;14;1421;142101
2021;09;2021-09;SANTAREM;Rio Maior;UF S J RIBEIRA RIBEIRA S JOAO;Muito Alta, Alta e Média Tensões;1901603.454;14;1414;141418
2021;09;2021-09;VIANA DO CASTELO;Melgaço;UF CHAVIAES E PACOS;Baixa Tensão;80758.174;16;1603;160320
2021;09;2021-09;VIANA DO CASTELO;Monção;ABEDIM;Baixa Tensão;22303.069;16;1604;160401
2021;10;2021-10;AVEIRO;Mealhada;PAMPILHOSA;Baixa Tensão;543775.333;01;0111;011106
2021;10;2021-10;AVEIRO;Sever do Vouga;UF CEDRIM E PARADELA;Baixa Tensão;259265.357;01;0117;011710
2021;10;2021-10;BRAGA;Guimarães;UF SANDE V N SANDE S CLEMENTE;Muito Alta, Alta e Média Tensões;908222.418;03;0308;030887
2021;10;2021-10;COIMBRA;Arganil;PIODAO;Muito Alta, Alta e Média Tensões;41978.936;06;0601;060111
2021;10;2021-10;PORTO;Amarante;UF AMARANTE MAD CEPELO E GATAO;Muito Alta, Alta e Média Tensões;558062.484;13;1301;130142
2021;10;2021-10;PORTO;Penafiel;PENAFIEL;Muito Alta, Alta e Média Tensões;1405885.362;13;1311;131139
2021;10;2021-10;PORTO;Porto;BONFIM;Baixa Tensão;5657835.71;13;1312;131202
2021;10;2021-10;SANTAREM;Rio Maior;RIO MAIOR;Baixa Tensão;2150832.369;14;1414;141408
2021;10;2021-10;VISEU;Armamar;SAO MARTINHO DAS CHAS;Muito Alta, Alta e Média Tensões;58361.161;18;1801;180115
2021;10;2021-10;VISEU;Tarouca;UF GOUVIAES E UCANHA;Muito Alta, Alta e Média Tensões;98270.869;18;1820;182011
2021;11;2021-11;BRAGA;Terras de Bouro;SOUTO;Baixa Tensão;67259.281;03;0310;031014
2021;11;2021-11;COIMBRA;Oliveira do Hospital;TRAVANCA DE LAGOS;Baixa Tensão;148867.736;06;0611;061119
2021;11;2021-11;GUARDA;Seia;UF CARRAGOZELA VARZEA MERUGE;Baixa Tensão;87423.192;09;0912;091230
2021;11;2021-11;VIANA DO CASTELO;Ponte de Lima;LABRUJO RENDUFE VILAR MONTE;Baixa Tensão;39494.967;16;1607;160759
2021;11;2021-11;VILA REAL;Boticas;BECA;Muito Alta, Alta e Média Tensões;191916.683;17;1702;170203
2021;11;2021-11;VILA REAL;Mondim de Basto;VILAR DE FERREIROS;Baixa Tensão;99969.501;17;1705;170508
2021;12;2021-12;BRAGANCA;Vimioso;VIMIOSO;Baixa Tensão;410213.341;04;0411;041114
2021;12;2021-12;PORTALEGRE;Castelo de Vide;SANTA MARIA DA DEVESA;Muito Alta, Alta e Média Tensões;74222.456;12;1205;120502
2021;12;2021-12;PORTO;Baião;VIARIZ;Baixa Tensão;39656.524;13;1302;130220
2021;12;2021-12;SANTAREM;Ferreira do Zêzere;AGUAS BELAS;Muito Alta, Alta e Média Tensões;1091873.199;14;1411;141101
2021;12;2021-12;VIANA DO CASTELO;Valença;CERDAL;Muito Alta, Alta e Média Tensões;61489.267;16;1608;160803
2021;12;2021-12;VISEU;São João da Pesqueira;RIODADES;Baixa Tensão;60956.576;18;1815;181507
2022;01;2022-01;AVEIRO;Águeda;UF RECARDAES E ESPINHEL;Baixa Tensão;1005669.317;01;0101;010124
2022;01;2022-01;BEJA;Vidigueira;PEDROGAO;Muito Alta, Alta e Média Tensões;166677.001;02;0214;021401
2022;01;2022-01;FARO;Monchique;MONCHIQUE;Baixa Tensão;1050491.046;08;0809;080903
2022;01;2022-01;LISBOA;Lourinhã;UF MIRAGAIA E MARTELEIRA;Muito Alta, Alta e Média Tensões;356210.743;11;1108;110813
2022;01;2022-01;PORTALEGRE;Sousel;SOUSEL;Muito Alta, Alta e Média Tensões;266530.067;12;1215;121504
2022;01;2022-01;VILA REAL;Chaves;FAIOES;Baixa Tensão;119558.595;17;1703;170313
2022;01;2022-01;VILA REAL;Montalegre;UF MONTALEGRE E PADROSO;Baixa Tensão;503756.367;17;1706;170638
2022;02;2022-02;BRAGA;Vieira do Minho;LOUREDO;Baixa Tensão;69789.835;03;0311;031109
2022;02;2022-02;SANTAREM;Ferreira do Zêzere;IGREJA NOVA DO SOBRAL;Baixa Tensão;114779.275;14;1411;141107
2022;02;2022-02;VISEU;Penalva do Castelo;ESMOLFE;Baixa Tensão;50527.645;18;1811;181103
2022;03;2022-03;BRAGA;Barcelos;VARZEA;Muito Alta, Alta e Média Tensões;990630.879;03;0302;030283
2022;03;2022-03;BRAGA;Vila Nova de Famalicão;DELAES;Baixa Tensão;511743.509;03;0312;031213
2022;03;2022-03;BRAGANCA;Mogadouro;BRUNHOSO;Baixa Tensão;36002.683;04;0408;040804
2022;03;2022-03;CASTELO BRANCO;Sertã;CASTELO;Baixa Tensão;137060.122;05;0509;050903
2022;03;2022-03;FARO;Albufeira;GUIA;Baixa Tensão;3098531.662;08;0801;080102
2022;03;2022-03;FARO;Loulé;ALTE;Baixa Tensão;427018.97;08;0808;080802
2022;03;2022-03;GUARDA;Trancoso;CASTANHEIRA;Baixa Tensão;20140.554;09;0913;091303
2022;03;2022-03;LEIRIA;Caldas da Rainha;ALVORNINHA;Baixa Tensão;483864.911;10;1006;100602
2022;03;2022-03;LISBOA;Amadora;MINA DE AGUA;Baixa Tensão;5215688.701;11;1115;111516
2022;03;2022-03;LISBOA;Mafra;UF IGREJA NOVA E CHELEIROS;Baixa Tensão;905460.968;11;1109;110920
2022;03;2022-03;SANTAREM;Santarém;POVOA DA ISENTA;Baixa Tensão;249103.193;14;1416;141616
2022;03;2022-03;VILA REAL;Montalegre;FERRAL;Baixa Tensão;42896.099;17;1706;170609
2022;03;2022-03;VISEU;Santa Comba Dão;PINHEIRO DE AZERE;Muito Alta, Alta e Média Tensões;177364.997;18;1814;181403
2022;04;2022-04;COIMBRA;Pampilhosa da Serra;PORTELA DO FOJO-MACHIO;Baixa Tensão;64007.475;06;0612;061212
2022;04;2022-04;GUARDA;Guarda;VALE DE ESTRELA;Muito Alta, Alta e Média Tensões;2158552.45;09;0907;090746
2022;04;2022-04;SETUBAL;Almada;UF CAPARICA E TRAFARIA;Muito Alta, Alta e Média Tensões;1764929.611;15;1503;150313
2022;04;2022-04;VIANA DO CASTELO;Caminha;ANCORA;Muito Alta, Alta e Média Tensões;101711.215;16;1602;160201
2022;05;2022-05;AVEIRO;Murtosa;BUNHEIRO;Muito Alta, Alta e Média Tensões;949620.276;01;0112;011201
2022;05;2022-05;BRAGA;Guimarães;UF SANDE V N SANDE S CLEMENTE;Baixa Tensão;630279.296;03;0308;030887
2022;05;2022-05;BRAGA;Vila Nova de Famalicão;RIBEIRAO;Muito Alta, Alta e Média Tensões;3263720.962;03;0312;031235
2022;05;2022-05;FARO;Tavira;UF CONCEICAO CABANAS TAVIRA;Muito Alta, Alta e Média Tensões;238034.965;08;0814;081410
2022;05;2022-05;GUARDA;Guarda;BENESPERA;Baixa Tensão;43577.523;09;0907;090709
2022;05;2022-05;GUARDA;Sabugal;BENDADA;Baixa Tensão;72884.892;09;0911;091110
2022;05;2022-05;LISBOA;Torres Vedras;TURCIFAL;Muito Alta, Alta e Média Tensões;844337.557;11;1113;111317
2022;05;2022-05;PORTALEGRE;Ponte de Sor;LONGOMEL;Baixa Tensão;143079.334;12;1213;121305
2022;05;2022-05;VIANA DO CASTELO;Monção;UF SAGO LORDELO E PARADA;Baixa Tensão;50421.05;16;1604;160439
2022;05;2022-05;VIANA DO CASTELO;Ponte de Lima;REBORDOES (SANTA MARIA);Baixa Tensão;105585.108;16;1607;160744
2022;05;2022-05;VILA REAL;Valpaços;ALGERIZ;Baixa Tensão;68733.16;17;1712;171203
2022;05;2022-05;VISEU;Penalva do Castelo;PINDO;Baixa Tensão;203980.776;18;1811;181109
2022;05;2022-05;VISEU;Sátão;UF ROMAS DECERMILO VILA LONGA;Baixa Tensão;159732.722;18;1817;181714
2022;06;2022-06;LEIRIA;Porto de Mós;SAO BENTO;Baixa Tensão;137084.331;10;1016;101610
2022;06;2022-06;VILA REAL;Sabrosa;PARADA DE PINHAO;Baixa Tensão;47191.808;17;1710;171005
2022;07;2022-07;BRAGA;Braga;BRAGA (SAO VICENTE);Muito Alta, Alta e Média Tensões;632651.162;03;0303;030349
2022;07;2022-07;BRAGANCA;Bragança;UF SE SANTA MARIA E MEIXEDO;Muito Alta, Alta e Média Tensões;1283284.29;04;0402;040257
2022;07;2022-07;GUARDA;Guarda;MEIOS;Baixa Tensão;20909.977;09;0907;090725
2022;07;2022-07;GUARDA;Trancoso;PALHAIS;Baixa Tensão;18328.955;09;0913;091313
2022;07;2022-07;LEIRIA;Porto de Mós;UF ALVADOS E ALCARIA;Baixa Tensão;146157.107;10;1016;101615
2022;07;2022-07;VIANA DO CASTELO;Caminha;UF ARGA (BAIXO CIMA SAO JOAO);Baixa Tensão;35705.517;16;1602;160221
2022;07;2022-07;VILA REAL;Montalegre;SALTO;Muito Alta, Alta e Média Tensões;43503.096;17;1706;170626
2022;07;2022-07;VILA REAL;Sabrosa;GOUVINHAS;Baixa Tensão;24091.837;17;1710;171004
2022;07;2022-07;VISEU;Viseu;COUTOS DE VISEU;Muito Alta, Alta e Média Tensões;80836.485;18;1823;182337
2022;08;2022-08;AVEIRO;Espinho;SILVALDE;Muito Alta, Alta e Média Tensões;353907.29;01;0107;010705
2022;08;2022-08;BRAGA;Barcelos;GALEGOS (SANTA MARIA);Baixa Tensão;383585.563;03;0302;030268
2022;08;2022-08;BRAGA;Braga;UF NOGUEIRA FRAIAO E LAMACAES;Baixa Tensão;2403084.502;03;0303;030377
2022;08;2022-08;CASTELO BRANCO;Covilhã;PAUL;Baixa Tensão;225436.784;05;0503;050314
2022;08;2022-08;COIMBRA;Soure;SOURE;Muito Alta, Alta e Média Tensões;868061.507;06;0615;061509
2022;08;2022-08;VISEU;Lamego;LAMEGO (ALMACAVE E SE);Baixa Tensão;2210469.016;18;1805;180525
2022;08;2022-08;VISEU;Tondela;UF BARREIRO BESTEIROS TOURIGO;Baixa Tensão;162577.294;18;1821;182127
2022;09;2022-09;AVEIRO;Oliveira de Azeméis;VILA DE CUCUJAES;Muito Alta, Alta e Média Tensões;2158576.012;01;0113;011319
2022;09;2022-09;BRAGA;Braga;UF MERELIM (SAO PEDRO) FROSSOS;Baixa Tensão;776407.146;03;0303;030375
2022;09;2022-09;BRAGA;Fafe;UF ANTIME E SILVARES;Muito Alta, Alta e Média Tensões;22347.888;03;0307;030739
2022;09;2022-09;BRAGA;Terras de Bouro;VALDOSENDE;Baixa Tensão;127395.9;03;0310;031015
2022;09;2022-09;LISBOA;Loures;FANHOES;Muito Alta, Alta e Média Tensões;105362.648;11;1107;110705
2022;09;2022-09;LISBOA;Oeiras;UF CARNAXIDE E QUEIJAS;Muito Alta, Alta e Média Tensões;7155663.424;11;1110;111013
2022;09;2022-09;PORTO;Lousada;UF NESPEREIRA E CASAIS;Baixa Tensão;446212.792;13;1305;130531
2022;09;2022-09;VIANA DO CASTELO;Arcos de Valdevez;OLIVEIRA;Baixa Tensão;42083.645;16;1601;160123
2022;09;2022-09;VIANA DO CASTELO;Monção;MERUFE;Baixa Tensão;94808.658;16;1604;160415
2022;09;2022-09;VIANA DO CASTELO;Viana do Castelo;UF CARDIELOS E SERRELEIS;Baixa Tensão;318594.675;16;1609;160942
2022;09;2022-09;VISEU;Sátão;SATAO;Baixa Tensão;598824.487;18;1817;181710
2022;10;2022-10;AVEIRO;Sever do Vouga;COUTO DE ESTEVES;Baixa Tensão;110385.999;01;0117;011702
2022;10;2022-10;BRAGA;Vieira do Minho;GUILHOFREI;Baixa Tensão;124730.639;03;0311;031108
2022;10;2022-10;BRAGANCA;Bragança;SERAPICOS;Baixa Tensão;34831.136;04;0402;040247
2022;10;2022-10;BRAGANCA;Mogadouro;BEMPOSTA;Muito Alta, Alta e Média Tensões;263499.881;04;0408;040802
2022;10;2022-10;FARO;Tavira;UF LUZ TAVIRA SANTO ESTEVAO;Baixa Tensão;1175460.791;08;0814;081411
2022;10;2022-10;SETUBAL;Alcochete;ALCOCHETE;Baixa Tensão;2792315.433;15;1502;150201
2022;10;2022-10;VILA REAL;Boticas;SAPIAOS;Baixa Tensão;53957.816;17;1702;170215
2022;10;2022-10;VISEU;Penedono;POVOA DE PENELA;Baixa Tensão;42404.543;18;1812;181208
2022;11;2022-11;AVEIRO;Espinho;PARAMOS;Muito Alta, Alta e Média Tensões;273057.583;01;0107;010704
2022;11;2022-11;FARO;Castro Marim;ALTURA;Baixa Tensão;687216.956;08;0804;080404
2022;11;2022-11;LEIRIA;Porto de Mós;SERRO VENTOSO;Baixa Tensão;147486.041;10;1016;101613
2022;11;2022-11;PORTALEGRE;Elvas;UF BARBACENA E VILA FERNANDO;Baixa Tensão;146590.336;12;1207;120714
2022;11;2022-11;PORTO;Amarante;UF AMARANTE MAD CEPELO E GATAO;Muito Alta, Alta e Média Tensões;560652.005;13;1301;130142
2022;11;2022-11;SANTAREM;Torres Novas;CHANCELARIA;Muito Alta, Alta e Média Tensões;236384.061;14;1419;141904
2022;12;2022-12;BRAGANCA;Bragança;UF SE SANTA MARIA E MEIXEDO;Baixa Tensão;5755568.837;04;0402;040257
2022;12;2022-12;LEIRIA;Pombal;UF STG SIMAO LITEM E ALB DOZE;Muito Alta, Alta e Média Tensões;1337558.901;10;1015;101519
2022;12;2022-12;PORTALEGRE;Portalegre;ALAGOA;Baixa Tensão;86500.838;12;1214;121401
2022;12;2022-12;PORTO;Maia;AGUAS SANTAS;Baixa Tensão;4505065.318;13;1306;130601
2022;12;2022-12;VIANA DO CASTELO;Melgaço;UF PRADO E REMOAES;Baixa Tensão;148031.368;16;1603;160322
2023;01;2023-01;AVEIRO;Ílhavo;GAFANHA DA ENCARNACAO;Muito Alta, Alta e Média Tensões;2889996.515;01;0110;011005
2023;01;2023-01;BRAGA;Barcelos;UF CREIXOMIL E MARIZ;Muito Alta, Alta e Média Tensões;453314.937;03;0302;030297
2023;01;2023-01;BRAGA;Braga;UF NOGUEIRA FRAIAO E LAMACAES;Muito Alta, Alta e Média Tensões;1919712.191;03;0303;030377
2023;01;2023-01;BRAGA;Fafe;UF ANTIME E SILVARES;Baixa Tensão;316971.567;03;0307;030739
2023;01;2023-01;FARO;Albufeira;PADERNE;Baixa Tensão;960436.199;08;0801;080103
2023;01;2023-01;GUARDA;Sabugal;SOUTO;Baixa Tensão;245659.03;09;0911;091134
2023;01;2023-01;PORTALEGRE;Crato;UF CRATO MARTIRES ROSA V PESO;Muito Alta, Alta e Média Tensões;162380.547;12;1206;120607
2023;01;2023-01;SANTAREM;Coruche;COUCO;Baixa Tensão;478962.438;14;1409;140902
2023;01;2023-01;VILA REAL;Valpaços;VILARANDELO;Baixa Tensão;191042.963;17;1712;171231
2023;01;2023-01;VISEU;Sernancelhe;CUNHA;Baixa Tensão;41354.854;18;1818;181804
2023;02;2023-02;AVEIRO;Águeda;UF AGUEDA E BORRALHA;Baixa Tensão;2678549.344;01;0101;010121
2023;02;2023-02;BRAGA;Vieira do Minho;TABUACAS;Muito Alta, Alta e Média Tensões;136100.193;03;0311;031118
2023;02;2023-02;BRAGANCA;Mirandela;MIRANDELA;Baixa Tensão;3106056.694;04;0407;040721
2023;02;2023-02;BRAGANCA;Mirandela;SUCAES;Baixa Tensão;94752.279;04;0407;040729
2023;02;2023-02;BRAGANCA;Torre de Moncorvo;UF URROS PEREDO CASTELHANOS;Baixa Tensão;56880.989;04;0409;040921
2023;02;2023-02;EVORA;Mora;PAVIA;Muito Alta, Alta e Média Tensões;38845.421;07;0707;070704
2023;02;2023-02;GUARDA;Sabugal;UF SEIXO DO COA E VALE LONGO;Baixa Tensão;28875.639;09;0911;091147
2023;02;2023-02;LEIRIA;Batalha;GOLPILHEIRA;Baixa Tensão;282620.976;10;1004;100404
2023;02;2023-02;SANTAREM;Constância;CONSTANCIA;Muito Alta, Alta e Média Tensões;1464646.246;14;1408;140801
2023;02;2023-02;VIANA DO CASTELO;Ponte da Barca;BRITELO;Baixa Tensão;102342.128;16;1606;160604
2023;02;2023-02;VIANA DO CASTELO;Ponte de Lima;CABACOS E FOJO LOBAL;Baixa Tensão;112283.363;16;1607;160756
2023;02;2023-02;VILA REAL;Sabrosa;COVAS DO DOURO;Muito Alta, Alta e Média Tensões;42293.364;17;1710;171002
2023;02;2023-02;VISEU;Tabuaço;VALENCA DO DOURO;Muito Alta, Alta e Média Tensões;59944.605;18;1819;181917
2023;03;2023-03;AVEIRO;Albergaria-a-Velha;ALQUERUBIM;Baixa Tensão;314058.903;01;0102;010202
2023;03;2023-03;PORTO;Felgueiras;PENACOVA;Baixa Tensão;156648.522;13;1303;130313
2023;03;2023-03;VIANA DO CASTELO;Paredes de Coura;RUBIAES;Baixa Tensão;78879.622;16;1605;160520
2023;03;2023-03;VIANA DO CASTELO;Valença;UF SAO JULIAO E SILVA;Baixa Tensão;102745.117;16;1608;160819
2023;04;2023-04;AVEIRO;Santa Maria da Feira;UF CANEDO VALE E VILA MAIOR;Baixa Tensão;1336399.032;01;0109;010933
2023;04;2023-04;BEJA;Moura;SOBRAL DA ADICA;Muito Alta, Alta e Média Tensões;14456.104;02;0210;021008
2023;04;2023-04;BRAGA;Amares;UF CALDELAS SEQUEIROS PARANHOS;Baixa Tensão;159229.544;03;0301;030126
2023;04;2023-04;LISBOA;Mafra;MILHARADO;Baixa Tensão;1120283.782;11;1109;110911
2023;04;2023-04;LISBOA;Sintra;UF AGUALVA E MIRA-SINTRA;Baixa Tensão;4061425.016;11;1111;111122
2023;04;2023-04;PORTALEGRE;Nisa;ALPALHAO;Baixa Tensão;164264.412;12;1212;121201
2023;04;2023-04;SETUBAL;Seixal;UF SEIXAL ARRENTELA PAIO PIRES;Muito Alta, Alta e Média Tensões;61144441.029;15;1510;151007
2023;05;2023-05;BRAGA;Barcelos;MOURE;Baixa Tensão;114732.613;03;0302;030252
2023;05;2023-05;BRAGA;Guimarães;GUARDIZELA;Muito Alta, Alta e Média Tensões;1119083.532;03;0308;030823
2023;05;2023-05;CASTELO BRANCO;Sertã;SERTA;Muito Alta, Alta e Média Tensões;1339390.763;05;0509;050912
2023;05;2023-05;COIMBRA;Montemor-o-Velho;UF MONTEMOR-O-VELHO E GATOES;Muito Alta, Alta e Média Tensões;359969.301;06;0610;061016
2023;05;2023-05;COIMBRA;Oliveira do Hospital;MERUGE;Baixa Tensão;78087.663;06;0611;061110
2023;05;2023-05;GUARDA;Celorico da Beira;LINHARES;Baixa Tensão;29967.662;09;0903;090308
2023;05;2023-05;GUARDA;Mêda;BARREIRA;Baixa Tensão;16137.102;09;0909;090902
2023;05;2023-05;SANTAREM;Santarém;UF AZOIA DE CIMA E TREMES;Muito Alta, Alta e Média Tensões;143233.054;14;1416;141630
2023;06;2023-06;EVORA;Portel;SANTANA;Muito Alta, Alta e Média Tensões;7484.995;07;0709;070906
2023;06;2023-06;LISBOA;Cadaval;UF CADAVAL E PERO MONIZ;Baixa Tensão;700667.458;11;1104;110411
2023;06;2023-06;PORTO;Marco de Canaveses;PAREDES VIADORES MANHUNCELOS;Baixa Tensão;200821.056;13;1307;130737
2023;06;2023-06;VIANA DO CASTELO;Arcos de Valdevez;OLIVEIRA;Baixa Tensão;35927.079;16;1601;160123
2023;06;2023-06;VILA REAL;Boticas;SAPIAOS;Baixa Tensão;47087.755;17;1702;170215
2023;06;2023-06;VILA REAL;Santa Marta de Penaguião;ALVACOES DO CORGO;Baixa Tensão;39109.613;17;1711;171101
2023;07;2023-07;AVEIRO;Mealhada;VACARICA;Muito Alta, Alta e Média Tensões;1233417.386;01;0111;011107
2023;07;2023-07;AVEIRO;Oliveira do Bairro;OLIVEIRA DO BAIRRO;Baixa Tensão;960585.643;01;0114;011404
2023;07;2023-07;AVEIRO;Vagos;SOSA;Baixa Tensão;346227.292;01;0118;011807
2023;07;2023-07;COIMBRA;Figueira da Foz;TAVAREDE;Baixa Tensão;1340417.959;06;0605;060512
2023;07;2023-07;COIMBRA;Tábua;UF COVAS VILA NOVA OLIVEIRINHA;Baixa Tensão;181543.212;06;0616;061617
2023;07;2023-07;GUARDA;Trancoso;COGULA;Baixa Tensão;28925.439;09;0913;091304
2023;07;2023-07;LEIRIA;Pombal;LOURICAL;Muito Alta, Alta e Média Tensões;112498.72;10;1015;101506
2023;07;2023-07;PORTALEGRE;Alter do Chão;CHANCELARIA;Muito Alta, Alta e Média Tensões;11653.613;12;1201;120102
2023;07;2023-07;PORTALEGRE;Gavião;COMENDA;Muito Alta, Alta e Média Tensões;8806.452;12;1209;120903
2023;07;2023-07;PORTALEGRE;Marvão;SAO SALVADOR DA ARAMENHA;Baixa Tensão;298036.009;12;1210;121004
2023;07;2023-07;VIANA DO CASTELO;Viana do Castelo;DARQUE;Muito Alta, Alta e Média Tensões;407097.999;16;1609;160911
2023;08;2023-08;BRAGA;Vila Verde;UF VADE;Baixa Tensão;210014.844;03;0313;031369
2023;08;2023-08;BRAGA;Vizela;UF TAGILDE E VIZELA (SAO PAIO);Muito Alta, Alta e Média Tensões;60878.93;03;0314;031409
2023;08;2023-08;CASTELO BRANCO;Castelo Branco;TINALHAS;Baixa Tensão;89013.552;05;0502;050225
2023;08;2023-08;EVORA;Arraiolos;UF SAO GREGORIO E SANTA JUSTA;Baixa Tensão;210452.657;07;0702;070209
2023;08;2023-08;EVORA;Évora;CANAVIAIS;Baixa Tensão;547146.133;07;0705;070515
2023;08;2023-08;LEIRIA;Nazaré;NAZARE;Muito Alta, Alta e Média Tensões;1089029.897;10;1011;101102
2023;08;2023-08;PORTALEGRE;Elvas;SANTA EULALIA;Baixa Tensão;166435.869;12;1207;120706
2023;08;2023-08;VIANA DO CASTELO;Ponte da Barca;LINDOSO;Baixa Tensão;65823.106;16;1606;160612
2023;08;2023-08;VILA REAL;Valpaços;SERAPICOS;Baixa Tensão;24536.978;17;1712;171224
2023;08;2023-08;VILA REAL;Vila Pouca de Aguiar;BRAGADO;Baixa Tensão;65935.133;17;1713;171304
2023;09;2023-09;BRAGA;Barcelos;VILA SECA;Baixa Tensão;205825.934;03;0302;030287
2023;09;2023-09;BRAGA;Braga;LAMAS;Baixa Tensão;101379.874;03;0303;030322
2023;09;2023-09;BRAGA;Guimarães;GUARDIZELA;Muito Alta, Alta e Média Tensões;912333.674;03;0308;030823
2023;09;2023-09;FARO;Aljezur;ALJEZUR;Baixa Tensão;1081432.515;08;0803;080301
2023;09;2023-09;GUARDA;Trancoso;UF FRECHES E TORRES;Baixa Tensão;80983.966;09;0913;091330
2023;09;2023-09;LEIRIA;Leiria;UF PARCEIROS E AZOIA;Baixa Tensão;1963755.623;10;1009;100937
